uid,lapse_date,subscription_date,price
10003354,2017-09-05,,0
10003355,2018-01-28,2018-02-10,99
10003356,2017-08-21,,0
10003357,2017-09-13,,0
10003358,2017-03-21,2017-03-21,299
10003359,2017-06-13,2017-06-13,499
10003360,2017-04-15,,0
10003361,2017-10-25,2017-11-13,199
10003362,2018-01-14,2018-02-04,99
10003363,2017-04-07,2017-04-27,99
10003364,2016-12-24,2017-01-05,199
10003365,2016-10-14,2016-10-25,299
10003366,2017-11-03,2017-11-20,199
10003367,2017-08-07,,0
10003368,2016-04-14,2016-05-11,299
10003369,2016-09-21,,0
10003370,2017-07-05,2017-07-08,99
10003371,2017-07-27,2017-08-06,199
10003372,2017-09-30,2017-10-28,99
10003373,2016-10-15,,0
10003374,2016-09-16,2016-10-06,99
10003375,2016-10-02,,0
10003376,2017-04-02,2017-04-10,99
10003377,2018-01-10,2018-01-24,99
10003378,2017-05-01,2017-05-07,299
10003379,2018-02-13,,0
10003380,2017-05-18,2017-05-25,299
10003381,2017-08-16,2017-08-16,499
10003382,2018-01-29,2018-02-14,99
10003383,2016-07-23,2016-07-26,499
10003384,2016-04-15,,0
10003385,2016-05-09,2016-06-05,99
10003386,2017-06-27,2017-07-22,199
10003387,2016-06-03,2016-06-14,99
10003388,2016-05-27,2016-06-17,499
10003389,2017-01-08,2017-02-05,99
10003390,2018-01-07,2018-01-31,99
10003391,2016-09-20,2016-10-14,99
10003392,2016-06-08,2016-06-20,499
10003393,2017-02-08,2017-02-10,499
10003394,2017-08-28,2017-09-08,299
10003395,2016-09-23,2016-10-16,199
10003396,2018-02-11,2018-03-12,499
10003397,2016-08-08,,0
10003398,2018-01-01,2018-01-20,499
10003399,2016-07-17,,0
10003400,2017-09-29,2017-10-21,299
10003401,2017-11-30,2017-12-23,499
10003402,2016-11-17,2016-11-27,199
10003403,2017-01-06,2017-02-03,499
10003404,2017-03-01,2017-03-06,99
10003405,2017-05-19,,0
10003406,2016-06-18,2016-06-30,199
10003407,2016-08-09,2016-08-20,99
10003408,2017-08-21,2017-09-09,499
10003409,2017-07-03,,0
10003410,2016-03-22,2016-04-20,299
10003411,2017-08-04,2017-08-19,299
10003412,2016-11-24,2016-12-07,199
10003413,2016-04-12,,0
10003414,2016-10-13,2016-11-07,199
10003415,2016-12-05,2016-12-17,299
10003416,2016-05-01,,0
10003417,2016-06-28,2016-07-11,199
10003418,2016-03-01,,0
10003419,2017-05-07,2017-05-30,299
10003420,2017-10-27,2017-11-13,299
10003421,2017-02-19,2017-03-13,199
10003422,2018-02-18,,0
10003423,2017-10-29,2017-11-26,199
10003424,2017-11-07,2017-11-27,199
10003425,2017-07-02,,0
10003426,2017-02-07,2017-03-03,499
10003427,2016-08-15,,0
10003428,2016-08-08,2016-08-30,299
10003429,2018-02-17,2018-03-18,199
10003430,2016-04-19,2016-05-09,99
10003431,2017-07-31,2017-08-24,99
10003432,2016-04-12,,0
10003433,2016-03-14,2016-04-11,199
10003434,2016-06-12,,0
10003435,2016-05-16,2016-05-18,99
10003436,2017-12-02,2017-12-16,299
10003437,2017-01-22,2017-02-20,499
10003438,2016-02-08,2016-02-16,99
10003439,2018-03-15,2018-03-31,99
10003440,2017-01-08,2017-01-25,499
10003441,2017-04-12,,0
10003442,2016-04-20,2016-05-15,99
10003443,2017-08-09,2017-08-21,299
10003444,2017-12-20,2017-12-26,499
10003445,2017-02-26,2017-03-10,99
10003446,2017-08-29,,0
10003447,2016-11-14,2016-11-21,299
10003448,2016-05-23,2016-05-25,99
10003449,2018-01-20,,0
10003450,2016-09-13,2016-10-13,499
10003451,2016-12-29,2016-12-30,299
10003452,2017-03-23,2017-03-23,199
10003453,2016-11-04,2016-11-11,199
10003454,2016-02-03,2016-02-05,99
10003455,2017-07-29,,0
10003456,2017-05-23,2017-06-18,299
10003457,2017-03-16,2017-04-08,499
10003458,2016-12-03,2016-12-29,499
10003459,2016-09-01,2016-09-20,199
10003460,2016-03-01,,0
10003461,2017-03-25,,0
10003462,2017-07-21,2017-08-16,299
10003463,2016-02-28,,0
10003464,2017-10-01,2017-10-24,299
10003465,2016-04-27,,0
10003466,2016-02-26,,0
10003467,2016-05-30,2016-06-05,499
10003468,2018-01-13,2018-01-29,499
10003469,2017-02-26,,0
10003470,2017-01-22,,0
10003471,2017-01-18,,0
10003472,2016-02-15,2016-02-27,99
10003473,2016-12-01,2016-12-10,99
10003474,2016-10-11,2016-10-17,499
10003475,2017-10-15,2017-11-14,99
10003476,2017-07-04,2017-07-27,499
10003477,2017-11-01,,0
10003478,2016-08-04,2016-08-07,199
10003479,2017-02-21,2017-03-06,199
10003480,2017-06-14,2017-07-11,299
10003481,2016-02-14,2016-03-13,199
10003482,2016-09-17,2016-10-09,199
10003483,2016-05-01,,0
10003484,2017-03-10,,0
10003485,2017-06-19,2017-07-14,99
10003486,2016-02-04,,0
10003487,2017-11-25,2017-12-06,299
10003488,2016-09-06,2016-09-27,499
10003489,2017-09-10,2017-09-12,199
10003490,2016-09-03,2016-09-22,99
10003491,2016-07-08,,0
10003492,2018-03-04,2018-03-17,499
10003493,2017-09-01,2017-09-13,499
10003494,2018-02-03,,0
10003495,2018-01-04,2018-02-02,99
10003496,2018-01-31,2018-02-25,499
10003497,2017-02-07,,0
10003498,2016-02-17,2016-03-01,199
10003499,2017-06-09,2017-06-27,299
10003500,2017-10-11,,0
10003501,2017-05-11,2017-05-12,499
10003502,2017-04-19,2017-05-08,499
10003503,2018-02-08,2018-03-02,499
10003504,2016-04-21,2016-05-09,499
10003505,2016-07-15,,0
10003506,2017-01-22,,0
10003507,2016-09-21,2016-09-22,499
10003508,2016-07-11,2016-07-12,199
10003509,2016-07-24,,0
10003510,2017-12-03,2017-12-18,299
10003511,2017-01-28,2017-02-23,299
10003512,2017-02-10,2017-03-01,199
10003513,2017-12-28,2018-01-23,299
10003514,2016-07-23,2016-08-08,499
10003515,2016-09-25,2016-10-02,499
10003516,2016-07-12,2016-07-12,199
10003517,2016-09-25,2016-10-16,299
10003518,2017-10-10,2017-10-10,99
10003519,2017-10-22,2017-11-04,299
10003520,2016-09-19,,0
10003521,2017-09-10,,0
10003522,2017-07-01,2017-07-08,499
10003523,2018-01-30,,0
10003524,2016-09-23,,0
10003525,2016-12-19,2017-01-09,499
10003526,2017-07-28,,0
10003527,2017-03-13,,0
10003528,2016-07-26,2016-08-17,99
10003529,2017-06-14,2017-06-16,99
10003530,2016-05-29,,0
10003531,2016-08-08,2016-08-15,99
10003532,2017-10-06,2017-10-06,199
10003533,2017-01-30,2017-02-08,199
10003534,2017-05-31,2017-06-14,199
10003535,2016-04-19,,0
10003536,2016-12-18,2016-12-26,499
10003537,2016-06-18,2016-06-27,499
10003538,2017-01-01,,0
10003539,2017-03-08,,0
10003540,2016-09-13,,0
10003541,2016-10-23,2016-10-31,199
10003542,2016-12-29,,0
10003543,2016-09-11,2016-09-29,299
10003544,2017-08-25,,0
10003545,2018-03-17,2018-04-02,199
10003546,2017-08-13,,0
10003547,2017-09-15,,0
10003548,2017-07-04,2017-07-13,99
10003549,2016-10-06,2016-10-12,199
10003550,2018-02-25,,0
10003551,2017-12-08,,0
10003552,2017-03-27,2017-04-25,199
10003553,2016-08-05,2016-08-12,499
10003554,2016-10-06,,0
10003555,2016-06-06,2016-07-02,199
10003556,2016-04-28,2016-05-28,499
10003557,2016-03-16,,0
10003558,2016-10-03,2016-10-10,199
10003559,2017-03-17,2017-04-16,99
10003560,2016-09-05,2016-10-01,99
10003561,2017-04-02,,0
10003562,2016-02-15,2016-02-28,499
10003563,2018-03-09,2018-03-22,499
10003564,2017-12-20,2018-01-14,99
10003565,2016-12-31,2017-01-13,299
10003566,2018-01-27,2018-02-06,99
10003567,2017-07-21,2017-08-20,99
10003568,2017-06-06,2017-06-22,499
10003569,2016-11-18,2016-12-07,199
10003570,2016-05-27,2016-06-19,99
10003571,2017-09-14,2017-10-03,299
10003572,2017-12-18,,0
10003573,2018-02-13,2018-03-11,199
10003574,2017-05-14,,0
10003575,2017-08-05,,0
10003576,2017-12-14,2017-12-22,199
10003577,2017-10-21,2017-10-26,499
10003578,2017-12-27,2018-01-09,499
10003579,2017-09-15,2017-10-04,199
10003580,2017-02-21,2017-03-02,99
10003581,2017-09-05,2017-09-08,299
10003582,2017-11-13,,0
10003583,2016-08-11,,0
10003584,2017-12-14,2017-12-22,499
10003585,2016-05-11,2016-06-07,499
10003586,2016-04-10,2016-04-17,499
10003587,2016-07-23,2016-07-27,499
10003588,2017-04-19,2017-05-10,299
10003589,2018-01-01,2018-01-17,99
10003590,2017-04-08,,0
10003591,2016-09-02,2016-10-02,99
10003592,2017-07-21,2017-08-01,499
10003593,2017-09-23,,0
10003594,2017-11-04,2017-11-22,99
10003595,2018-01-08,2018-02-06,299
10003596,2016-12-15,2016-12-23,99
10003597,2016-11-12,2016-11-14,499
10003598,2016-09-12,,0
10003599,2017-01-14,2017-02-05,299
10003600,2017-02-22,2017-03-12,299
10003601,2017-01-06,2017-01-08,499
10003602,2017-11-22,,0
10003603,2017-06-18,2017-07-05,499
10003604,2016-04-11,,0
10003605,2016-06-08,,0
10003606,2017-04-19,2017-05-10,499
10003607,2016-11-16,2016-11-30,99
10003608,2017-09-21,,0
10003609,2017-02-21,2017-03-02,199
10003610,2016-02-18,2016-03-01,199
10003611,2017-08-08,2017-09-04,199
10003612,2016-04-16,2016-05-01,299
10003613,2017-08-06,2017-08-07,199
10003614,2017-01-30,,0
10003615,2016-11-06,,0
10003616,2016-11-06,2016-11-23,499
10003617,2018-03-12,,0
10003618,2017-04-18,,0
10003619,2016-12-25,2017-01-12,99
10003620,2017-07-20,2017-08-17,99
10003621,2017-06-22,,0
10003622,2017-04-25,2017-05-22,99
10003623,2017-02-09,,0
10003624,2016-11-22,2016-11-23,299
10003625,2017-05-21,,0
10003626,2017-02-27,2017-03-21,499
10003627,2016-05-19,2016-05-24,99
10003628,2017-01-24,2017-02-15,199
10003629,2016-11-15,2016-11-28,499
10003630,2017-03-24,,0
10003631,2016-12-14,,0
10003632,2017-01-06,,0
10003633,2016-12-13,2016-12-24,199
10003634,2017-01-14,2017-02-10,199
10003635,2016-02-27,2016-03-17,299
10003636,2017-10-30,2017-11-18,199
10003637,2017-03-07,2017-03-09,199
10003638,2016-12-12,2016-12-17,499
10003639,2017-12-13,,0
10003640,2017-08-12,2017-08-30,199
10003641,2017-02-02,,0
10003642,2017-01-08,2017-01-24,499
10003643,2017-12-24,,0
10003644,2017-01-30,,0
10003645,2016-04-13,,0
10003646,2016-06-01,2016-07-01,299
10003647,2016-08-04,,0
10003648,2016-12-15,2016-12-28,299
10003649,2017-09-16,2017-09-26,99
10003650,2017-07-26,,0
10003651,2017-10-25,,0
10003652,2017-01-18,2017-02-05,99
10003653,2017-01-20,2017-01-23,499
10003654,2016-05-16,2016-05-19,299
10003655,2017-03-24,,0
10003656,2017-11-03,,0
10003657,2016-08-23,2016-09-03,99
10003658,2017-08-18,,0
10003659,2017-02-16,2017-03-02,299
10003660,2016-11-23,,0
10003661,2016-11-05,,0
10003662,2016-08-07,2016-08-27,99
10003663,2018-01-27,2018-01-31,499
10003664,2017-07-27,2017-08-02,199
10003665,2017-04-25,2017-05-20,299
10003666,2016-10-15,,0
10003667,2017-04-28,2017-05-12,99
10003668,2017-08-25,2017-09-17,99
10003669,2016-04-18,,0
10003670,2016-02-23,2016-02-23,199
10003671,2017-06-17,2017-07-02,299
10003672,2016-08-03,2016-08-17,199
10003673,2017-07-31,,0
10003674,2017-06-27,,0
10003675,2017-10-09,2017-10-21,499
10003676,2017-12-19,,0
10003677,2016-03-20,,0
10003678,2016-07-17,,0
10003679,2017-12-01,2017-12-05,499
10003680,2016-02-21,2016-02-21,499
10003681,2017-02-26,,0
10003682,2016-05-15,,0
10003683,2016-11-16,2016-12-06,199
10003684,2017-10-25,2017-11-09,99
10003685,2018-01-04,2018-01-24,199
10003686,2017-04-01,,0
10003687,2016-09-16,2016-09-19,99
10003688,2016-07-30,,0
10003689,2017-01-17,2017-02-07,99
10003690,2016-09-12,2016-09-22,99
10003691,2016-09-21,2016-10-13,199
10003692,2016-10-23,2016-10-23,499
10003693,2016-12-10,2016-12-17,499
10003694,2017-06-13,,0
10003695,2016-09-05,2016-09-08,99
10003696,2016-08-29,2016-09-26,299
10003697,2016-05-09,2016-06-02,199
10003698,2017-10-13,2017-10-20,99
10003699,2017-02-22,2017-03-19,299
10003700,2017-01-10,,0
10003701,2016-10-10,2016-10-27,299
10003702,2017-07-08,2017-07-27,299
10003703,2016-05-28,2016-06-07,199
10003704,2017-09-22,2017-10-19,199
10003705,2016-08-27,2016-09-15,199
10003706,2017-03-15,2017-04-12,199
10003707,2017-05-26,,0
10003708,2017-11-03,2017-11-09,199
10003709,2016-12-25,,0
10003710,2016-08-01,2016-08-23,199
10003711,2017-03-23,2017-04-09,299
10003712,2016-04-23,2016-05-10,99
10003713,2016-10-11,2016-10-23,299
10003714,2016-02-05,2016-02-15,299
10003715,2016-11-29,2016-12-15,299
10003716,2017-07-20,2017-08-15,499
10003717,2017-10-25,2017-11-10,499
10003718,2017-09-29,,0
10003719,2017-04-03,,0
10003720,2018-02-05,2018-02-20,299
10003721,2018-02-20,2018-03-19,199
10003722,2016-09-14,2016-09-27,199
10003723,2017-11-15,2017-12-12,199
10003724,2017-08-16,2017-08-24,199
10003725,2017-02-24,2017-03-17,499
10003726,2017-11-18,2017-12-12,499
10003727,2017-08-17,,0
10003728,2016-02-12,,0
10003729,2017-01-02,,0
10003730,2017-09-29,,0
10003731,2016-06-08,,0
10003732,2016-02-11,2016-02-27,99
10003733,2017-06-04,2017-06-19,199
10003734,2016-10-29,,0
10003735,2017-01-22,2017-02-09,299
10003736,2016-05-02,2016-05-07,299
10003737,2016-02-09,2016-02-15,99
10003738,2016-06-02,2016-06-13,499
10003739,2018-03-17,2018-04-11,199
10003740,2016-11-07,2016-11-10,299
10003741,2017-05-03,2017-05-24,99
10003742,2017-04-26,2017-05-07,299
10003743,2017-10-23,,0
10003744,2017-03-13,2017-03-21,499
10003745,2018-01-02,,0
10003746,2016-03-27,,0
10003747,2018-01-08,2018-01-15,299
10003748,2017-02-13,,0
10003749,2017-06-16,2017-07-11,99
10003750,2016-02-23,,0
10003751,2016-10-02,,0
10003752,2018-03-13,,0
10003753,2017-03-24,,0
10003754,2016-09-18,2016-10-08,99
10003755,2016-08-28,,0
10003756,2016-07-11,2016-07-18,299
10003757,2017-02-11,2017-03-01,499
10003758,2016-07-19,,0
10003759,2017-01-04,,0
10003760,2017-05-19,2017-05-27,99
10003761,2016-09-14,,0
10003762,2017-01-28,2017-02-27,199
10003763,2017-05-24,2017-06-16,199
10003764,2017-08-08,2017-08-28,499
10003765,2017-05-20,,0
10003766,2016-08-13,2016-09-01,199
10003767,2016-02-12,,0
10003768,2017-06-09,,0
10003769,2016-04-02,,0
10003770,2017-07-13,2017-08-08,199
10003771,2016-10-28,2016-11-11,99
10003772,2017-07-22,2017-08-20,499
10003773,2017-08-10,2017-08-11,299
10003774,2017-11-18,,0
10003775,2016-04-05,2016-04-27,99
10003776,2017-05-25,2017-06-21,499
10003777,2017-06-04,,0
10003778,2016-04-08,,0
10003779,2017-01-27,2017-01-31,299
10003780,2017-09-30,2017-10-03,499
10003781,2017-08-25,,0
10003782,2018-03-10,2018-03-24,99
10003783,2016-02-19,2016-02-21,499
10003784,2017-07-29,,0
10003785,2016-05-01,,0
10003786,2016-09-25,2016-10-24,99
10003787,2017-05-07,2017-06-05,299
10003788,2016-02-24,,0
10003789,2016-09-14,,0
10003790,2017-02-15,,0
10003791,2016-02-06,2016-02-06,99
10003792,2017-08-23,2017-08-23,299
10003793,2017-10-04,2017-10-12,99
10003794,2017-10-26,2017-11-07,499
10003795,2017-01-22,,0
10003796,2016-07-06,2016-07-18,299
10003797,2016-08-19,2016-09-12,99
10003798,2016-09-12,,0
10003799,2017-05-08,,0
10003800,2017-11-24,,0
10003801,2016-10-14,,0
10003802,2017-09-15,2017-10-07,99
10003803,2017-04-06,2017-05-01,99
10003804,2017-03-31,,0
10003805,2017-03-13,,0
10003806,2017-10-04,2017-10-24,499
10003807,2016-05-15,2016-05-22,199
10003808,2016-10-09,2016-10-27,99
10003809,2017-11-06,2017-11-29,199
10003810,2016-05-09,,0
10003811,2016-07-27,2016-08-14,499
10003812,2016-10-22,2016-10-24,199
10003813,2016-06-11,2016-06-17,299
10003814,2016-08-17,,0
10003815,2018-01-05,2018-01-10,299
10003816,2018-01-20,,0
10003817,2016-03-28,2016-04-26,299
10003818,2017-03-15,2017-04-03,499
10003819,2016-10-19,,0
10003820,2018-02-11,2018-03-06,499
10003821,2017-11-15,2017-11-16,299
10003822,2017-08-28,,0
10003823,2016-05-28,,0
10003824,2017-05-30,,0
10003825,2016-12-17,,0
10003826,2016-12-04,2016-12-13,99
10003827,2017-06-04,,0
10003828,2016-12-17,2016-12-31,199
10003829,2018-02-26,2018-02-28,299
10003830,2017-01-21,2017-01-25,499
10003831,2017-11-09,,0
10003832,2017-09-30,2017-10-18,299
10003833,2018-02-06,2018-02-26,199
10003834,2017-07-04,2017-07-15,199
10003835,2017-07-10,,0
10003836,2016-02-24,2016-03-04,199
10003837,2016-08-10,,0
10003838,2018-02-22,,0
10003839,2017-01-14,,0
10003840,2016-02-25,2016-02-28,199
10003841,2017-02-24,,0
10003842,2017-11-02,2017-11-07,499
10003843,2017-09-21,,0
10003844,2018-02-14,,0
10003845,2017-08-21,2017-08-24,99
10003846,2016-08-08,,0
10003847,2016-02-28,,0
10003848,2017-07-25,,0
10003849,2017-06-05,2017-06-18,99
10003850,2017-06-02,,0
10003851,2016-07-21,2016-08-04,99
10003852,2016-03-09,2016-03-29,99
10003853,2016-11-25,,0
10003854,2016-10-23,,0
10003855,2016-02-27,2016-03-10,199
10003856,2017-11-09,,0
10003857,2018-02-17,,0
10003858,2018-02-26,,0
10003859,2017-04-27,2017-05-11,299
10003860,2017-05-14,,0
10003861,2016-04-25,2016-05-10,299
10003862,2016-02-13,2016-02-25,499
10003863,2017-08-23,,0
10003864,2016-10-16,2016-10-16,199
10003865,2016-05-10,2016-05-23,299
10003866,2017-10-08,2017-10-24,99
10003867,2016-10-18,2016-10-26,499
10003868,2016-11-04,2016-11-23,499
10003869,2016-04-06,,0
10003870,2017-09-23,,0
10003871,2017-09-22,2017-10-02,299
10003872,2017-02-12,2017-03-08,99
10003873,2017-07-01,2017-07-27,499
10003874,2017-11-17,2017-12-10,499
10003875,2016-05-27,,0
10003876,2017-06-13,2017-06-24,499
10003877,2016-08-23,2016-09-06,199
10003878,2017-09-09,,0
10003879,2016-04-20,2016-05-07,199
10003880,2016-02-18,2016-03-05,99
10003881,2018-01-29,,0
10003882,2017-10-06,2017-10-29,99
10003883,2017-11-05,,0
10003884,2016-03-29,2016-04-08,199
10003885,2016-05-22,,0
10003886,2017-09-19,2017-09-21,299
10003887,2017-10-20,2017-11-19,499
10003888,2016-12-11,2017-01-03,499
10003889,2016-07-11,2016-07-23,499
10003890,2016-12-20,2016-12-20,299
10003891,2018-01-18,2018-02-16,499
10003892,2016-12-27,2016-12-31,99
10003893,2017-09-02,,0
10003894,2018-03-01,2018-03-16,499
10003895,2017-06-16,2017-06-26,99
10003896,2016-03-28,2016-04-14,299
10003897,2016-07-14,,0
10003898,2016-07-15,2016-07-27,299
10003899,2016-11-23,,0
10003900,2016-02-04,2016-02-06,499
10003901,2017-03-16,2017-04-10,199
10003902,2016-05-16,,0
10003903,2017-10-12,,0
10003904,2017-12-13,,0
10003905,2017-08-19,,0
10003906,2016-07-15,2016-07-23,299
10003907,2016-10-11,2016-11-03,99
10003908,2017-11-27,2017-12-17,99
10003909,2016-06-07,2016-06-28,299
10003910,2017-05-31,2017-06-18,499
10003911,2016-04-16,2016-05-15,199
10003912,2016-09-08,2016-09-20,499
10003913,2017-04-09,2017-04-13,499
10003914,2017-10-27,,0
10003915,2017-07-21,2017-07-28,199
10003916,2017-04-14,,0
10003917,2017-04-10,2017-04-27,299
10003918,2017-10-10,,0
10003919,2017-10-10,2017-10-28,299
10003920,2017-10-07,2017-10-16,99
10003921,2017-07-10,2017-07-29,499
10003922,2016-06-12,,0
10003923,2017-04-16,,0
10003924,2017-07-18,2017-08-13,499
10003925,2017-09-09,2017-09-12,199
10003926,2017-02-25,,0
10003927,2016-10-01,,0
10003928,2018-03-09,2018-03-18,499
10003929,2016-06-25,,0
10003930,2017-03-21,2017-03-21,299
10003931,2017-04-02,,0
10003932,2016-08-30,2016-09-22,499
10003933,2016-10-06,2016-10-12,199
10003934,2016-03-06,2016-03-28,99
10003935,2016-10-10,,0
10003936,2018-03-13,2018-04-05,499
10003937,2016-11-12,2016-12-12,99
10003938,2017-12-24,2017-12-27,199
10003939,2016-08-28,2016-09-01,99
10003940,2016-05-20,,0
10003941,2016-12-26,,0
10003942,2016-06-21,2016-06-21,99
10003943,2017-12-07,2017-12-24,99
10003944,2016-04-27,2016-05-06,299
10003945,2016-06-19,2016-06-25,299
10003946,2016-12-28,,0
10003947,2017-12-05,2017-12-19,199
10003948,2016-02-26,2016-02-29,199
10003949,2017-11-07,,0
10003950,2017-10-19,2017-10-25,499
10003951,2017-12-24,,0
10003952,2017-01-27,2017-02-19,499
10003953,2017-11-20,2017-12-17,99
10003954,2017-01-25,2017-02-16,299
10003955,2016-09-02,,0
10003956,2016-04-17,,0
10003957,2016-05-05,,0
10003958,2016-09-05,2016-09-27,199
10003959,2017-02-02,2017-02-16,299
10003960,2016-03-23,2016-04-18,199
10003961,2016-10-31,,0
10003962,2017-04-19,,0
10003963,2017-12-18,,0
10003964,2016-03-04,2016-03-18,299
10003965,2017-03-22,2017-04-15,299
10003966,2017-11-05,2017-11-08,199
10003967,2017-03-31,2017-04-07,99
10003968,2016-02-07,2016-02-29,199
10003969,2017-06-09,2017-06-21,199
10003970,2018-02-08,2018-02-11,99
10003971,2018-03-08,2018-03-17,499
10003972,2018-02-17,2018-03-01,299
10003973,2017-01-19,2017-01-29,499
10003974,2017-12-27,2018-01-26,299
10003975,2016-08-17,,0
10003976,2018-01-15,,0
10003977,2017-04-10,2017-04-14,99
10003978,2016-06-15,,0
10003979,2016-11-14,2016-11-18,99
10003980,2017-11-19,2017-12-09,99
10003981,2018-01-19,2018-01-25,99
10003982,2017-08-20,2017-09-14,199
10003983,2017-03-14,,0
10003984,2018-03-03,,0
10003985,2018-01-17,2018-02-15,99
10003986,2018-01-04,2018-01-06,199
10003987,2017-01-01,2017-01-09,99
10003988,2016-02-02,2016-02-12,99
10003989,2016-08-03,2016-08-03,199
10003990,2017-12-05,2017-12-22,499
10003991,2017-08-14,2017-09-02,199
10003992,2017-09-24,,0
10003993,2017-04-13,2017-05-04,499
10003994,2018-03-04,2018-04-02,99
10003995,2016-02-22,2016-03-21,299
10003996,2016-08-30,,0
10003997,2017-05-22,2017-06-04,199
10003998,2017-05-11,2017-05-24,199
10003999,2016-09-21,2016-10-12,499
10004000,2016-07-21,,0
10004001,2017-09-25,,0
10004002,2017-12-06,2017-12-13,99
10004003,2017-07-02,2017-07-26,199
10004004,2016-10-01,2016-10-12,99
10004005,2017-03-27,,0
10004006,2017-02-13,,0
10004007,2017-05-18,2017-05-23,299
10004008,2017-01-06,2017-01-19,299
10004009,2017-12-02,,0
10004010,2016-06-02,2016-06-16,199
10004011,2017-04-09,2017-04-26,199
10004012,2016-08-06,2016-08-15,99
10004013,2016-02-14,2016-03-05,299
10004014,2016-04-10,2016-05-01,99
10004015,2017-11-12,,0
10004016,2017-03-17,,0
10004017,2017-09-13,,0
10004018,2016-12-14,,0
10004019,2017-04-12,2017-04-16,499
10004020,2017-09-14,2017-10-03,99
10004021,2016-06-25,2016-07-01,99
10004022,2018-02-06,,0
10004023,2016-09-14,2016-10-01,99
10004024,2017-02-16,,0
10004025,2016-07-29,2016-08-09,499
10004026,2017-07-20,2017-08-14,99
10004027,2016-05-09,2016-05-18,299
10004028,2017-02-25,,0
10004029,2016-10-27,2016-11-23,99
10004030,2016-05-04,,0
10004031,2017-05-08,2017-05-12,299
10004032,2017-11-20,2017-12-04,499
10004033,2016-11-11,2016-12-07,499
10004034,2016-02-22,,0
10004035,2016-02-02,2016-02-17,199
10004036,2016-05-13,2016-05-26,499
10004037,2016-03-07,2016-03-23,199
10004038,2016-10-31,2016-10-31,299
10004039,2016-03-22,2016-03-22,299
10004040,2016-06-22,,0
10004041,2017-05-28,,0
10004042,2016-02-17,2016-02-28,499
10004043,2017-09-11,,0
